_section,_species,_page,Areas Of Production,Areas for optimal production,Areas of Production,Areas of production,Biomass Yield(t/h a),Cane yield (t ha-1),Durat ion to matu rity (mon ths),Duratio n to maturit y (month s),Duratio n to maturit y (years),Duration to maturity ( days),Duration to maturity (days),Duration to maturity (months),Duration to maturity (months/day s),Duration to peak production (months),Economic production life (years),Flower yield (t ha-1 y-1),Fruit yield (kg tree-1 y-1),Grai n yiel d (t ha- 1),Grai n yiel d (t ha-1 ),Grain (G) and/or Forage(F ) yield (t ha-1 ),Grain yield (t ha- 1 ),Grain yield (t ha-1 ),Grain yield (t ha-1),Grain yield (t/ha),Grain yield(t ha-1 ),Grain yield(t/ ha),Green tea leaf yield (t ha-1 y- 1),Leaf Yield (t ha- 1),Lint yiel d (t ha- 1 ),Mainta iner and source,Maintai ner and seed source,Maintain er,Maintain er And Source,Maintain er and seed source,Maintain er and seedling source,Maintain er and source,Maintaine r,Maintaine r and Source,Maintaine r and seed source,Maintaine r and seedling source,Maintaine r and source,Maintainer,Maintainer and seed source,Maintainer and seedling source,Maintainer and source,Matu rity durat ion,Maturi ty duratio n,Maturi ty duratio n(mont hs),Maturit y duratio n(mont hs),Maturity Duration,Maturity Duration (months),Maturity duration,Maturity duration (years),Maturity duration( months),Maturity duration(mo nths),Maturity duration(months),Offici al Rele ase Nam e,Official Releas e Name,Official Release Name,Official Release name,Official Variety Name,Official Variety Release Name,Official release name,Official variety release Name,Official variety release name,Optimal producti on altitude range (Masl),Optimal productio n altitude range (Masl),Optimal production altitude (Masl),Optimal production altitude (masl),Optimal production altitude range (Masl),Optimal production altitude range (masl),Owne r(s),Owner (s) / Licensee,Owner( s),Owner( s) / License e,Owner( s) license e,Owner(S) Licensee,Owner(s ) / Licensee,Owner(s),Owner(s) / Licensee,Owner(s) / licensee,Owner(s) Licensee,Owner(s) licensee,Relea se name,Releas e Name,Releas e name,Release Name,Release name,Root yield (tha- 1 y-1),Root yield (tha-1 y- 1),Root yield (tha-1 y-1),Seed yield( t ha- 1),Special Attributes,Special attributes,Time to 50% flowering at 2551 m a s l (months),Tuber yield (t ha- 1),Tuber yield (t ha-1),Variety Code / Name,Variety Name,Variety Name/C ode,Variety Testing name/Co de,Variety name,Variety name/ Code,Variety name/ variety code,Variety name/cod e,Variety name/code,Variety testing name/c ode,Variety testing name/cod e,Year Of Release,Year of Releas e in kenya,Year of rele ase,Year of relea se,Year of releas e,Year of releas e in Kenya,Year of release,Year of release in Kenya,Year of release in kenya,Yiel d(t/ ha),Yield,Yield (T/Ha ),Yield (t/ha),Yield (t/ha) per tree,Yield( t/ha),Yield(t /ha),Yield(t/ ha),release name
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",128,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,1.9 6 -,,,,,,,,,,"Mahyco, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C 567,,,"Altitude: 1 to 1500, AEZ: LM 3,",,,,,,,,,,,,,Mahyco Kenya,,,,,,,,,,,,,, Medium Maturity,,,,,,,,,,,,8. C 567,,,,,,,,,,2020,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",129,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,1.5 5- 2.8 9,,,,,,,,,,"Mahyco, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C 569,,,"Altitude: 1 to 1500, AEZ: LM 3, LM 4,LM 5, L3, L4, Sites:Mwe a,Perkerra, Kibos,Barw essa,Matu ga, Bura and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Medium Maturity  Tolerant to sucking pests such as jassids and aphids Large Boll Size  Long staple length with high fibre strength  Large Boll size,,,,,,,,,,,,9. C 569,,,,,,,,,,2020,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",129,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,1.5 5- 1.9 3,,,,,,,,,,"Mahyco, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C 570,,,"Altitude: 1 to 1500, AEZ: LM 3, LM 4,LM 5, L3, L4, Sites:Mwe a,Perkerra, Kibos,Barw essa,Matu ga, Bura and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,," Early Maturity, Large Boll Size  Tolerant to sucking pests such as jassids and aphids  Long staple length with high fibre strength",,,,,,,,,,,,10. C 570,,,,,,,,,,2020,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",129,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,1.8 9- 2.5 0,,,,,,,,,,"Mahyco, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C 571,,,"Altitude: 1 to 1500, AEZ: LM 3, LM 4,LM 5, L3, L4, Sites:Mwe a,Perkerra, Kibos,Barw essa,Matu ga, Bura and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Early Maturity  Tolerant to sucking pests such as jassids and aphids  Long staple length with high fibre strength,,,,,,,,,,,,11. C 571,,,,,,,,,,2020,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",130,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.2- 3.0,,,,,,,,,,"Mahyco, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C 570 BGII,,,"Altitude: 1 to 1500, AEZ: LM 3, LM 4, LM 5, L3, L4, Sites: Mwea, Perkerra, Kibos, Barwessa, Matuga, Bura and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,," Tolerant to Bollworm Complex  Early Maturity, Large Boll Size  Tolerant to sucking pests such as jassids and aphids  Long staple length with high fibre strength",,,,,,,,,,,,12. MRC 7017 BG-II,,,,,,,,,,2020,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",130,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.7- 3.1,,,,,,,,,,"Mahyco, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C 569 BGII,,,"Altitude: 1 to 1500, AEZ: LM 3, LM 4, LM 5, L3, L4, Sites: Mwea, Perkerra, Kibos, Barwessa, Matuga, Bura and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Tolerant to Bollworm Complex  Medium Maturity  Tolerant to sucking pest such as jassids and aphids  Long staple length with high fibre strength  Large Boll Size,,,,,,,,,,,,13. MRC 7031 BG-II Bt. Cotton,,,,,,,,,,2020,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",130,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.5- 2.6,,,,,,,,,,"Mahyco, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C 571 BGII,,,"Altitude: 1 to 1500, AEZ: LM 3, LM 4, LM 5, L3, L4, Sites: Mwea, Perkerra, Kibos, Barwessa, Matuga, Bura and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Tolerant to Bollworm Complex  Medium Maturity  Tolerant to sucking pest such as jassids and aphids  Long staple length with high fibre strength  Long staple length with high fibre strength,,,,,,,,,,,,14. MRC 7361 BG-II Bt. Cotton,,,,,,,,,,2020,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",130,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.3- 4.8,,,,,,,,,,"Mahyco, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C 567 BGII,,,"Altitude: 1 to 1500, AEZ: LM 3,",,,,,,,,,,,,,Mahyco Kenya,,,,,,,,,,,,,, Tolerant to Bollworm Complex,,,,,,,,,,,,15. MRC 7377 BG-II Bt. Cotton,,,,,,,,,,2020,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",131,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.4- 2.6,,,,,,,,,,"Seedswork s Internation al Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,US 401 Non Bt,,,"Altitude: 50 to 2600 AEZ: LM 1- 4 Sites: Mwea, Kitui, Homabay, Bura,Kisu mu,Hola and Alupe",,,,,,,,,,,,,Seedswork s Internatio nal Private Limited India,,,,,,,,,,,,,," Med-Late maturity  Very Big bolls High boll retention  Highly tolerant to sucking insects pests(Jassids, Whitefly,Aphids, Thrips)  Drought Tolerant Rejuvenation capacity",,,,,,,,,,,,16. US 401 Non Bt,,,,,,,,,,2023,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",131,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.2 -2.4,,,,,,,,,,"Seedswork s Internation al Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,US 402 Non Bt,,,"Altitude: 50 to 2600 AEZ: LM 1- 4 Sites: Mwea, Kitui, Homabay, Bura,Kisu mu,Hola and Alupe",,,,,,,,,,,,,Seedswork s Internatio nal Private Limited India,,,,,,,,,,,,,," Medium maturity  Big bolls  Highly tolerant to sucking insects pests(Jassids, Whitefly,Aphids, Thrips)  Drought Tolerant suitable for dual cropping",,,,,,,,,,,,17. US 402 Non Bt,,,,,,,,,,2023,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",131,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.4 -2.6,,,,,,,,,,"Seedswork s Internation al Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,US 406 Non Bt,,,"Altitude: 50 to 2600 AEZ: LM 1- 4 Sites: Mwea, Kitui,",,,,,,,,,,,,,Seedswork s Internatio nal Private Limited India,,,,,,,,,,,,,, Medium maturity  Medium bolls Good boll retention,,,,,,,,,,,,18. US 406 Non Bt,,,,,,,,,,2023,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",132,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.2 -2.4,,,,,,,,,,"Seedswork s Internation al Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,US 408 Non Bt,,,"Altitude: 50 to 2600 AEZ: LM 1- 4 Sites: Mwea, Kitui, Homabay, Bura,Kisu mu,Hola and Alupe",,,,,,,,,,,,,Seedswork s Internatio nal Private Limited India,,,,,,,,,,,,,," Mid-Early maturity  Medium big bolls  Highly tolerant to sucking insects pests(Jassids, Whitefly,Aphids, Thrips)  Drought Tolerant Tolerant to moisture stress",,,,,,,,,,,,19. US 408 Non Bt,,,,,,,,,,2023,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",132,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.2- 2.4,,,,,,,,,,"Seedswork s Internation al Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,US 409 Non Bt,,,"Altitude: 50 to 2600 AEZ: LM 1- 4 Sites: Mwea, Kitui, Homabay, Bura,Kisu mu,Hola and Alupe",,,,,,,,,,,,,Seedswork s Internatio nal Private Limited India,,,,,,,,,,,,,," Medium maturity  Medium big bolls  Highly tolerant to sucking insects pests(Jassids, Whitefly,Aphids, Thrips)  Drought Tolerant",,,,,,,,,,,,20. US 409 Non Bt,,,,,,,,,,2023,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",132,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.3 -2.4,,,,,,,,,,"Seedswork s Internation al Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,US 410 Non Bt,,,"Altitude: 50 to 2600 AEZ: LM 1- 4 Sites: Mwea, Kitui, Homabay, Bura,Kisu mu,Hola and Alupe",,,,,,,,,,,,,Seedswork s Internatio nal Private Limited India,,,,,,,,,,,,,," Mid-Late maturity  Very Big bolls Open plant type  Highly tolerant to sucking insects pests(Jassids, Whitefly,Aphids, Thrips)  Drought Tolerant",,,,,,,,,,,,21. US 410 Non Bt,,,,,,,,,,2023,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",132,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,2- 2.5,,,,,,,,,,"Mahyco Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,MIC 563,,,"Altitude: 1 to 1500 AEZ: LM 3, LM 4, LM",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Early Maturity Long Staple length &,,,,,,,,,,,,22. MIC 563,,,,,,,,,,2024,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",133,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.5 -3,,,,,,,,,,"Mahyco Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,MIC 561,,,"Altitude: 1 to 1500 AEZ: LM 3, LM 4, LM 5, L3, L4, Sites: Mwea, Perkerra, Kibos, and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Medium Maturity  Large boll size  Long Staple length  Medium fibre strength,,,,,,,,,,,,23. MIC 561,,,,,,,,,,2024,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",133,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.5- 3,,,,,,,,,,"Mahyco Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,MIC 562,,,"Altitude: 1 to 1500 AEZ: LM 3, LM 4, LM 5, L3, L4, Sites: Mwea, Perkerra, Kibos, and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Medium Maturity  Large boll size Long Staple length  Medium fibre strength,,,,,,,,,,,,24. MIC 562,,,,,,,,,,2024,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",133,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.2 -2.7,,,,,,,,,,"Mahyco Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C577,,,"Altitude: 1 to 1500 AEZ: LM 3, LM 4, LM 5, L3, L4, Sites: Mwea, Perkerra, Kibos, and Alupe",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Early Maturity with good plant type  Good Fibre percentage  Long staple length with excellent fibre strength,,,,,,,,,,,,25. MAHYCO C577,,,,,,,,,,2024,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",134,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,2- 2.5,,,,,,,,,,"Mahyco Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,MAHYCO C577 BGII,,,"Altitude: 1-1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui, Mwea, Kibos, Homa bay",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,," Early Maturity with Good plant type  Resistant to Bollworms  Tolerance to Sucking Pest such as Jassids and Aphids  Good Fibre Percentage, Long staple length with excellent fibre strength",,,,,,,,,,,,26. MAHYCO C577 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",134,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2- 2.5,,,,,,,,,,"Mahyco Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,MIC 561 BGII,,,"Altitude: 1-1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui, Mwea, Kibos, Homa bay",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Medium Maturity  Large Boll Size  Resistant to Bollworms  Tolerance to Sucking Pest such as Jassids and Aphids  Long staple length & Medium fibre strength,,,,,,,,,,,,27. MIC 561 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",134,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2- 2.5,,,,,,,,,,"Mahyco Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,MIC 562 BGII,,,"Altitude: 1-1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra,",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Medium Maturity  Large Boll Size  Resistant to Bollworms  Tolerance to Sucking Pest such as Jassids and Aphids  Long staple length & Medium fibre strength,,,,,,,,,,,,28. MIC 562 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",135,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,2- 2.5,,,,,,,,,,"Mahyco Private Limited, India",,,,,,,,,,,,,,,,,,,,,,,,,MIC 563 BGII,,,"Altitude: 1-1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui, Mwea, Kibos, Homa bay",,,,,,,,,,,,,Mahyco Kenya Private Limited,,,,,,,,,,,,,, Early Maturity  Resistant to Bollworms  Medium Tolerance to Sucking Pest such as Jassids and Aphids  Long staple length & Medium fibre strength,,,,,,,,,,,,29. MIC 563 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",135,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,2.4- 2.6,,,,,,,,,,"SeedWork s Internation al Pvt Ltd, India",,,,,,,,,,,,,,,,,,,,,,,,,US 133 BG2,,,"Altitude: 1 to 1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui, Mwea, Kibos, Homa bay",,,,,,,,,,,,,"SEEDWOR KS INTERNATI ONAL PRIVATE LIMITED, INDIA",,,,,,,,,,,,,," Open plant type  Early maturity  Medium big bolls  Good boll retention  Tolerant to sucking insect pests (Jassids, Whitefly, Aphids, Thrips)  Tolerant to bollworms  Long staple length with strong fibre strength",,,,,,,,,,,,30. US 406 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",135,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.2- 2.4,,,,,,,,,,"SeedWork s Internation al Pvt Ltd, India",,,,,,,,,,,,,,,,,,,,,,,,,US 244 BG2,,,"Altitude: 1 to 1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui,",,,,,,,,,,,,,"SEEDWOR KS INTERNATI ONAL PRIVATE LIMITED, INDIA",,,,,,,,,,,,,," Open plant type  Mid-early maturity  Medium big bolls  Tolerant to sucking insect pests (Jassids, Whitefly, Aphids, Thrips)  Tolerant to moisture stress  Tolerant to bollworms",,,,,,,,,,,,31. US 408 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",136,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,2.2- 2.4,,,,,,,,,,"SeedWork s Internation al Pvt Ltd, India",,,,,,,,,,,,,,,,,,,,,,,,,US 111 BG2,,,"Altitude: 1 to 1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui, Mwea, Kibos, Homa bay",,,,,,,,,,,,,"SEEDWOR KS INTERNATI ONAL PRIVATE LIMITED, INDIA",,,,,,,,,,,,,," Early maturity  Suitable for dual cropping  Big bolls  Higher yield potential, quicker & faster  Tolerant to sucking insect pests (Jassids, Whitefly, Aphids, Thrips)  Potential to escape late dry spell situations",,,,,,,,,,,,32. US 402 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",136,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.4- 2.6,,,,,,,,,,"SeedWork s Internation al Pvt Ltd, India",,,,,,,,,,,,,,,,,,,,,,,,,US 222 BG2,,,"Altitude: 1 to 1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui, Mwea, Kibos, Homa bay",,,,,,,,,,,,,"SEEDWOR KS INTERNATI ONAL PRIVATE LIMITED, INDIA",,,,,,,,,,,,,," Med-Late maturity  Very Big bolls  Chain boll bearing  Highly tolerant to sucking insect pests (Jassids, Whitefly, Aphids, Thrips)  Tolerant to water stress  Rejuvenation capacity  Tolerant to bollworms  Long staple length with strong fibre strength",,,,,,,,,,,,33. US 401 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",136,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.2- 2.4,,,,,,,,,,"SeedWork s Internation al Pvt Ltd, India",,,,,,,,,,,,,,,,,,,,,,,,,US 266 BG2,,,"Altitude: 1 to 1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui, Mwea,",,,,,,,,,,,,,"SEEDWOR KS INTERNATI ONAL PRIVATE LIMITED, INDIA",,,,,,,,,,,,,," Medium maturity  Medium big bolls  Tolerant to sucking insect pests (Jassids, Whitefly, Aphids, Thrips)  Tolerant to bollworms  Long staple length with strong fibre strength",,,,,,,,,,,,34. US 409 BGII,,,,,,,,,,2025,,,,,,,,,,
COTTON,"Gossypium hirsutum
Variety Official Year of Owner",137,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,2.3- 2.5,,,,,,,,,,"SeedWork s Internation al Pvt Ltd, India",,,,,,,,,,,,,,,,,,,,,,,,,US 255 BG2,,,"Altitude: 1 to 1500 m.a.s.l AEZ: LM 3, LM 4, LM 5, L3, L4 Sites where testing was done: Bura, Perkerra, Kitui, Mwea, Kibos, Homa bay",,,,,,,,,,,,,"SEEDWOR KS INTERNATI ONAL PRIVATE LIMITED, INDIA",,,,,,,,,,,,,," Mid-late maturity  Open plant type  Big bolls  Tolerant to sucking insect pests (Jassids, Whitefly, Aphids, Thrips)  Tolerant to moisture stress  Tolerant to bollworms  Long staple length with strong fibre strength",,,,,,,,,,,,35. US 410 BGII,,,,,,,,,,2025,,,,,,,,,,
FINGER MILLET,"Eleusine corocana L. Gaertn.
Variety release Year Owner",138,,,,,,,,3-4,,,,,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,KARI- Kakamega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150-1750,,,,,,,,,KARI,,,,,,,,,,,,,,, Tolerant to lodging and blast,,,,,,,,,,,,1. P-224,,,,,,,1981,,,,,,,,,,,,,P-224
FINGER MILLET,"Eleusine corocana L. Gaertn.
Variety release Year Owner",138,,,,,,,,5-7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,KARI- Lanet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750-2300,,,,,,,,,KARI - Lanet BRC,,,,,,,,,,,,,,, Tolerant to cold and drought,,,,,,,,,,,,2. Nakuru/ FMI,,,,,,,1996,,,,,,,,,,,,,FMI
FINGER MILLET,"Eleusine corocana L. Gaertn.
Variety release Year Owner",138,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,KARI- Katumani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250-1150,,,,,,,,,KARI,,,,,,,,,,,,,,, Drought tolerant,,,,,,,,,,,,3. Kat/FM I,,,,,,,2000,,,,,,,,,,,,,
FINGER MILLET,"Eleusine corocana L. Gaertn.
Variety release Year Owner",138,,,,,,,,3 – 4,,,,,,,,,,,,,,,,1.1 – 4.9,,,,,,,,,,,,,,,KALRO (FCRI)- Kakamega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Kenya; Nyanza; Eastern counties; Rift Valley; and all Coastal counties,,,,,,,,,KALRO,,,,,,,,,,,,,,," Novelty:Early maturity,  Blast,Striga, and lodging resistant  Drought tolerant  Brown grain colour  Purple pigmentation",,,,,,,,,,,,4. U-15,,,,,,,2015,,,,,,,,,,,,,MARIDA DI
FINGER MILLET,"Eleusine corocana L. Gaertn.
Variety release Year Owner",138,,,,,,,,2-5,,,,,,,,,,,,,,,,1.14 – 6.67,,,,,,,,,,,,,,,KALRO FCRI [Dr. Chrispus O.A. Oduori],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Low - High Altitude areas ranging 0 – 2,500 Busia, Bungoma, Kakamega, Vihiga, Homa-bay, Migori, Kisumu, Siaya, Kisii, Nyamira, Kitui, Makueni, Machakos, Tharaka/Nithi, Embu, and Meru, Kajiado, Narok, Bomet, Baringo, Elgeyo Marakwet, West Pokot andTurkana, Lamu, Kilifi, Tana River, Kwale, Taita Taveta,",,,,,,,,,KALRO (Dr. Chrispus .O.A. Oduori),,,,,,,,,,,,,,," Blast, Striga, and lodging resistant  Drought tolerant  Brown grain colour  Purple nodal pigmentation  Robust plant type, Thick stem  Large open panicles",,,,,,,,,,,,5. OKHALE -1,,,,,,,2016,,,,,,,,,,,,,KAK- WIMBI 1
FINGER MILLET,"Eleusine corocana L. Gaertn.
Variety release Year Owner",139,,,,,,,,2-5,,,,,,,,,,,,,,,,1.32 – 6.06,,,,,,,,,,,,,,,KALRO (FCRI) [Dr. Chrispus O. A. Oduori],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Low - High Altitude areas ranging 0 – 2,500 Busia, Bungoma, Kakamega, Vihiga, Homa-bay, Migori, Kisumu, Siaya, Kisii, Nyamira, , Makueni, Machakos, Tharaka/Nithi, Embu, Meru, Kajiado, Narok, Bomet, Baringo, Elgeyo Marakwet, West Pokot andTurkana, Lamu, Kilifi, Tana River, Kwale, Taita Taveta, Murang’a, Kirinyaga, Nyeri",,,,,,,,,KALRO (Dr. Chrispus .O.A. Oduori),,,,,,,,,,,,,,," Blast, Striga, and lodging resistant  Drought tolerant  Brown grain colour  Purple, leaf, stem, nodal, and panicle pigmentation  Erect plant type  Straight panicles",,,,,,,,,,,,6. I.E. 4115,,,,,,,2016,,,,,,,,,,,,,KAK- WIMBI 2
FINGER MILLET,"Eleusine corocana L. Gaertn.
Variety release Year Owner",139,,,,,,,,2-5,,,,,,,,,,,,,,,,1.29 – 6.35,,,,,,,,,,,,,,,KALRO (FCRI) [Dr. Chrispus O. A. Oduori],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Low - High Altitude areas ranging 0 – 2,500 Busia, Bungoma, Kakamega, Vihiga, Homa-bay, Migori, Kisumu, Siaya, Kisii, Nyamira, Kitui, Makueni, Embu, Machakos, Tharaka/Nithi, and Meru, Kajiado, Narok, Bomet, Baringo, Elgeyo Marakwet, West Pokot and Turkana, Lamu, Kilifi, Tana River, Kwale, Taita Taveta, Murang’a, Kirinyaga, Nyeri",,,,,,,,,KALRO (Dr. Chrispus .O.A. Oduori),,,,,,,,,,,,,,," Blast, Striga, and lodging resistant  Drought tolerant, Brown grain colour  Purple nodal pigmentation  Robust plant type  Thick stem  Large open panicles.",,,,,,,,,,,,7. KACIM MI 42,,,,,,,2016,,,,,,,,,,,,,KAK- WIMBI 3
FINGER MILLET,"Eleusine corocana L. Gaertn.
Variety release Year Owner",140,,,,,,,,2.5 -3,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,Maseno University/ Prof. Mathews Dida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lowlands to mid altitudes 0 -1500 m above mean sea level,,,,,,,,,Prof. Mathews Dida,,,,,,,,,,,,,,, Extra early maturing  Drought tolerant,,,,,,,,,,,,8. Maseno 60D,,,,,,,2016,,,,,,,,,,,,,MSU FM 60D
